TimeStamp, Role, Frame#, EyeGazePos, EyeGazeDir, GazeHitPoint, GazeHitNormal, DwellDuration, IsFixation, CurrentHitObject
1163.56,True,65355,"0.18,1.65,-1.06","0.23,-0.11,0.97","0.82,1.36,1.59","-0.33,0.00,-0.94",0.05090332,True,Object4_5_3_3
1163.63,True,65358,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.82,1.33,1.59","-0.36,0.21,-0.91",0.1159668,True,Cylinder
1163.68,True,65362,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.80,1.34,1.59","-0.12,0.00,-0.99",0.05456543,True,Quad
1163.75,True,65366,"0.18,1.65,-1.06","0.23,-0.11,0.97","0.82,1.33,1.59","-0.31,0.26,-0.91",0.06311035,True,Cylinder
1163.81,True,65369,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.80,1.34,1.59","-0.07,0.00,-1.00",0.06286621,True,Quad
1163.87,True,65373,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.80,1.33,1.59","-0.18,0.00,-0.98",0.05944824,True,Quad
1163.95,True,65376,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.82,1.33,1.59","-0.39,0.10,-0.92",0.1433105,True,Cylinder
1164.01,True,65379,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.82,1.33,1.59","-0.26,0.19,-0.95",0.0625,True,Cylinder
1164.08,True,65383,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.80,1.34,1.59","-0.05,0.00,-1.00",0.1286621,True,Quad
1164.13,True,65385,"0.18,1.65,-1.06","0.22,-0.11,0.97","0.80,1.35,1.59","-0.38,0.06,-0.92",0.05004883,True,Quad
1164.20,True,65389,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.80,1.33,1.59","-0.15,0.00,-0.99",0.1170654,True,Quad
1164.26,True,65393,"0.18,1.65,-1.06","0.23,-0.11,0.97","0.80,1.35,1.59","-0.16,0.25,-0.96",0.1816406,True,Quad
1164.31,True,65396,"0.18,1.65,-1.06","0.23,-0.11,0.97","0.80,1.34,1.59","-0.03,0.00,-1.00",0.2319336,True,Quad
1164.39,True,65400,"0.18,1.65,-1.06","0.23,-0.11,0.97","0.80,1.35,1.59","0.00,0.00,-1.00",0.3123779,True,Quad
1164.45,True,65403,"0.18,1.65,-1.06","0.23,-0.11,0.97","0.80,1.35,1.59","-0.05,0.01,-1.00",0.37146,True,Quad
1164.51,True,65406,"0.18,1.65,-1.06","0.23,-0.11,0.97","0.82,1.35,1.59","-0.33,0.00,-0.94",0.4317627,True,Object4_5_3_3
1164.57,True,65409,"0.18,1.65,-1.06","0.23,-0.11,0.97","0.82,1.35,1.59","-0.23,0.00,-0.97",0.05273438,True,Object4_5_3_3
1164.63,True,65412,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.80,1.34,1.59","-0.10,0.00,-0.99",0.112793,True,Quad
1164.68,True,65415,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.80,1.33,1.59","-0.23,0.00,-0.97",0.05786133,True,Quad
1164.76,True,65419,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.80,1.33,1.59","-0.26,0.00,-0.97",0.1345215,True,Quad
1164.81,True,65423,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.80,1.32,1.59","-0.20,0.00,-0.98",0.1878662,True,Quad
1164.86,True,65426,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.80,1.32,1.59","-0.16,0.00,-0.99",0.2387695,True,Quad
1164.92,True,65428,"0.18,1.65,-1.06","0.23,-0.12,0.97","0.80,1.33,1.59","-0.22,0.00,-0.97",0.293457,True,Quad
1164.98,True,65430,"0.18,1.65,-1.06","0.21,-0.05,0.98","0.76,1.52,1.59","-0.45,0.12,-0.88",0.354248,True,Object1_5_4_2
1165.03,True,65432,"0.18,1.65,-1.06","0.20,-0.03,0.98","0.72,1.57,1.60","0.00,0.00,-1.00",0.05432129,True,Cell(Clone)
1165.10,True,65435,"0.18,1.65,-1.06","0.20,-0.02,0.98","0.70,1.59,1.59","0.27,0.00,-0.96",0.06420898,True,Quad
1165.16,True,65438,"0.18,1.65,-1.06","0.21,-0.03,0.98","0.73,1.58,1.60","0.00,0.00,-1.00",0.06591797,True,Cell(Clone)
1165.22,True,65441,"0.18,1.65,-1.06","0.21,-0.03,0.98","0.74,1.57,1.60","0.00,0.00,-1.00",0.05200195,True,Cell(Clone)
1165.30,True,65445,"0.18,1.65,-1.06","0.20,-0.02,0.98","0.68,1.59,1.59","0.30,0.14,-0.94",0.133667,True,Object1_4_5_1
1165.35,True,65448,"0.18,1.65,-1.06","0.20,-0.03,0.98","0.70,1.58,1.59","0.06,0.00,-1.00",0.05004883,True,Quad
1165.41,True,65452,"0.18,1.65,-1.06","0.20,-0.03,0.98","0.70,1.57,1.59","0.33,0.00,-0.94",0.06530762,True,Quad
1165.49,True,65455,"0.18,1.65,-1.06","0.20,-0.03,0.98","0.70,1.58,1.59","0.23,0.00,-0.97",0.1455078,True,Quad
1165.55,True,65458,"0.18,1.65,-1.06","0.20,-0.03,0.98","0.70,1.58,1.59","0.24,0.00,-0.97",0.197876,True,Quad
1165.61,True,65461,"0.18,1.65,-1.06","0.20,-0.03,0.98","0.70,1.58,1.59","0.27,0.00,-0.96",0.263916,True,Quad
1165.67,True,65465,"0.18,1.65,-1.06","0.20,-0.03,0.98","0.70,1.58,1.59","0.36,0.00,-0.93",0.319458,True,Quad
1165.75,True,65469,"0.17,1.65,-1.06","0.21,-0.03,0.98","0.73,1.58,1.60","0.00,0.00,-1.00",0.4046631,True,Cell(Clone)
1165.81,True,65472,"0.17,1.65,-1.06","0.20,-0.02,0.98","0.68,1.59,1.58","0.22,0.22,-0.95",0.06030273,True,Object1_4_5_1
1165.88,True,65476,"0.18,1.65,-1.06","0.18,-0.01,0.98","0.67,1.61,1.59","-0.03,0.20,-0.98",0.06713867,True,Object1_4_5_1
1165.95,True,65478,"0.18,1.65,-1.06","0.18,-0.01,0.98","0.65,1.62,1.59","0.00,0.00,-1.00",0.1350098,True,Quad
1166.01,True,65480,"0.18,1.65,-1.06","0.18,0.00,0.98","0.66,1.64,1.59","0.00,0.00,-1.00",0.05908203,True,Quad
1166.08,True,65483,"0.18,1.65,-1.06","0.18,0.00,0.98","0.68,1.64,1.58","-0.40,0.10,-0.91",0.1324463,True,Capsule
1166.13,True,65486,"0.18,1.65,-1.06","0.18,0.00,0.98","0.68,1.64,1.58","-0.30,0.18,-0.94",0.05041504,True,Capsule
1166.18,True,65489,"0.18,1.65,-1.06","0.18,0.00,0.98","0.68,1.64,1.58","-0.18,0.20,-0.96",0.1015625,True,Capsule
1166.25,True,65493,"0.18,1.65,-1.06","0.18,0.00,0.98","0.68,1.64,1.58","-0.31,0.16,-0.94",0.1655273,True,Capsule
1166.30,True,65495,"0.19,1.65,-1.06","0.00,0.02,1.00","0.18,1.72,1.59","0.00,0.01,-1.00",0.2158203,False,Object4(Clone)
1166.35,True,65498,"0.19,1.65,-1.06","-0.03,0.03,1.00","0.14,1.73,1.60","-0.60,0.00,-0.80",0.05163574,True,Quad
1166.49,True,65506,"0.18,1.65,-1.07","0.11,0.02,0.99","0.46,1.67,1.59","0.30,0.54,-0.78",0.1396484,False,Object2_3_5_2
1166.57,True,65508,"0.17,1.65,-1.06","0.21,-0.01,0.98","0.73,1.63,1.60","0.00,0.00,-1.00",0.07885742,False,Cell(Clone)
1166.63,True,65512,"0.17,1.65,-1.06","0.20,-0.01,0.98","0.69,1.64,1.58","0.41,-0.17,-0.90",0.06323242,True,Capsule
1166.70,True,65516,"0.17,1.65,-1.06","0.20,0.00,0.98","0.69,1.64,1.58","0.22,-0.06,-0.97",0.06689453,True,Capsule
1166.76,True,65520,"0.16,1.65,-1.06","0.20,0.00,0.98","0.69,1.64,1.58","-0.02,0.03,-1.00",0.1328125,True,Capsule
1166.82,True,65523,"0.16,1.65,-1.06","0.20,-0.01,0.98","0.68,1.64,1.58","0.03,-0.03,-1.00",0.1933594,True,Capsule
1166.88,True,65527,"0.16,1.65,-1.06","0.21,-0.12,0.97","0.70,1.34,1.59","0.35,0.00,-0.94",0.25,False,Quad
1166.94,True,65530,"0.15,1.65,-1.06","0.21,-0.12,0.97","0.70,1.34,1.59","0.26,0.00,-0.97",0.06152344,True,Quad
1167.00,True,65534,"0.15,1.65,-1.06","0.21,-0.12,0.97","0.70,1.33,1.59","0.26,0.00,-0.96",0.1171875,True,Quad
1167.07,True,65536,"0.14,1.65,-1.05","0.21,-0.12,0.97","0.70,1.34,1.59","0.31,0.00,-0.95",0.1867676,True,Quad
1167.15,True,65539,"0.13,1.65,-1.05","0.22,-0.11,0.97","0.70,1.35,1.59","0.37,-0.01,-0.93",0.2663574,True,Quad
1167.20,True,65542,"0.13,1.65,-1.05","0.21,-0.12,0.97","0.68,1.32,1.59","0.32,0.01,-0.95",0.3183594,True,Cylinder
1167.25,True,65545,"0.12,1.65,-1.05","0.20,-0.13,0.97","0.67,1.30,1.59","-0.08,0.00,-1.00",0.05004883,True,Object3_4_3_1
1167.31,True,65549,"0.12,1.65,-1.05","0.20,-0.14,0.97","0.65,1.27,1.59","0.00,0.00,-1.00",0.06591797,True,Quad
1167.37,True,65551,"0.11,1.64,-1.05","0.20,-0.14,0.97","0.65,1.27,1.59","-0.22,0.00,-0.97",0.05236816,True,Quad
1167.43,True,65555,"0.11,1.64,-1.05","0.19,-0.14,0.97","0.60,1.30,1.58","0.35,-0.36,-0.87",0.1164551,True,Sphere
1167.48,True,65558,"0.11,1.64,-1.05","0.19,-0.13,0.97","0.60,1.30,1.58","0.20,-0.13,-0.97",0.05114746,True,Sphere
1167.55,True,65561,"0.10,1.64,-1.05","0.19,-0.13,0.97","0.60,1.30,1.58","0.18,0.01,-0.98",0.1190186,True,Sphere
1167.60,True,65563,"0.10,1.64,-1.05","0.20,-0.13,0.97","0.60,1.30,1.58","0.38,-0.03,-0.92",0.1732178,True,Sphere
1167.66,True,65566,"0.10,1.64,-1.05","0.20,-0.12,0.97","0.63,1.31,1.59","0.00,0.00,-1.00",0.2325439,True,Quad
1167.71,True,65569,"0.09,1.64,-1.05","0.20,-0.12,0.97","0.64,1.32,1.59","0.02,0.00,-1.00",0.04992676,True,Quad
1167.77,True,65572,"0.09,1.64,-1.06","0.22,-0.11,0.97","0.68,1.35,1.58","-0.18,-0.18,-0.97",0.1105957,True,Object4_4_3_3
1167.83,True,65576,"0.09,1.64,-1.06","0.22,-0.11,0.97","0.68,1.35,1.59","-0.07,-0.07,-1.00",0.05627441,True,Object4_4_3_3
1167.90,True,65580,"0.09,1.65,-1.06","0.22,-0.11,0.97","0.68,1.35,1.59","0.09,0.09,-0.99",0.1229248,True,Object4_4_3_3
1167.96,True,65584,"0.09,1.65,-1.06","0.22,-0.11,0.97","0.67,1.36,1.59","0.09,0.09,-0.99",0.1900635,True,Object4_4_3_3
1168.03,True,65587,"0.09,1.65,-1.06","0.21,-0.11,0.97","0.67,1.35,1.59","-0.24,-0.03,-0.97",0.2598877,True,Object4_4_3_3
1168.10,True,65589,"0.10,1.65,-1.06","0.21,-0.11,0.97","0.65,1.34,1.59","0.00,0.00,-1.00",0.3236084,True,Quad
1168.15,True,65592,"0.10,1.65,-1.06","0.21,-0.11,0.97","0.67,1.35,1.59","-0.27,0.00,-0.96",0.05078125,True,Object4_4_3_3
1168.20,True,65595,"0.10,1.65,-1.06","0.20,-0.11,0.97","0.61,1.36,1.58","0.52,-0.06,-0.85",0.05004883,True,Object2_4_3_2
1168.25,True,65597,"0.11,1.65,-1.06","0.21,-0.11,0.97","0.67,1.35,1.59","-0.13,0.00,-0.99",0.05053711,True,Object4_4_3_3
1168.31,True,65601,"0.11,1.65,-1.07","0.22,-0.11,0.97","0.68,1.35,1.59","0.21,0.05,-0.98",0.06628418,True,Object4_4_3_3
1168.38,True,65604,"0.12,1.65,-1.07","0.21,-0.11,0.97","0.68,1.35,1.59","0.03,0.03,-1.00",0.1348877,True,Object4_4_3_3
1168.46,True,65607,"0.12,1.65,-1.07","0.20,-0.12,0.97","0.67,1.33,1.58","-0.01,0.13,-0.99",0.2092285,True,Cylinder
1168.52,True,65611,"0.13,1.65,-1.07","0.20,-0.12,0.97","0.67,1.33,1.58","-0.12,0.01,-0.99",0.05810547,True,Cylinder
1168.59,True,65614,"0.14,1.65,-1.07","0.20,-0.12,0.97","0.67,1.33,1.58","0.01,0.05,-1.00",0.1364746,True,Cylinder
1168.65,True,65617,"0.14,1.65,-1.07","0.20,-0.12,0.97","0.67,1.33,1.58","-0.04,0.12,-0.99",0.1884766,True,Cylinder
1168.71,True,65620,"0.14,1.65,-1.07","0.20,-0.11,0.97","0.67,1.35,1.59","-0.02,-0.07,-1.00",0.2546387,True,Object4_4_3_3
1168.77,True,65624,"0.14,1.65,-1.07","0.20,-0.11,0.97","0.67,1.35,1.59","-0.09,-0.03,-1.00",0.05627441,True,Object4_4_3_3
1168.82,True,65627,"0.14,1.65,-1.07","0.18,-0.11,0.98","0.62,1.35,1.59","0.06,0.01,-1.00",0.1121826,True,Object2_4_3_2
1168.88,True,65631,"0.15,1.65,-1.07","0.16,-0.11,0.98","0.58,1.35,1.59","-0.01,0.02,-1.00",0.05493164,True,Quad
1168.93,True,65634,"0.15,1.65,-1.07","0.16,-0.11,0.98","0.58,1.35,1.59","-0.03,0.01,-1.00",0.05029297,True,Quad
1169.01,True,65638,"0.16,1.65,-1.07","0.06,-0.05,1.00","0.31,1.52,1.59","0.35,0.07,-0.93",0.1286621,False,Object4_2_4_2
1169.06,True,65642,"0.16,1.65,-1.07","0.06,-0.05,1.00","0.30,1.52,1.58","0.58,-0.03,-0.82",0.0546875,True,Object4_2_4_2
1169.11,True,65644,"0.17,1.65,-1.07","0.06,-0.05,1.00","0.31,1.50,1.58","0.16,0.16,-0.97",0.1062012,True,Object4_2_4_2
1169.18,True,65647,"0.17,1.65,-1.07","0.05,-0.06,1.00","0.31,1.50,1.59","-0.01,-0.01,-1.00",0.1699219,True,Object4_2_4_2
1169.23,True,65650,"0.17,1.65,-1.07","0.05,-0.05,1.00","0.31,1.51,1.59","0.06,0.06,-1.00",0.2246094,True,Object4_2_4_2
1169.30,True,65654,"0.17,1.65,-1.07","0.05,-0.05,1.00","0.31,1.51,1.59","-0.01,-0.01,-1.00",0.2879639,True,Object4_2_4_2
1169.35,True,65656,"0.17,1.65,-1.07","0.03,-0.05,1.00","0.28,1.54,1.59","-0.25,-0.21,-0.95",0.3394775,True,Quad
1169.41,True,65660,"0.18,1.65,-1.07","0.03,-0.04,1.00","0.25,1.54,1.60","0.00,0.00,-1.00",0.06506348,True,Cell(Clone)
1169.46,True,65663,"0.17,1.65,-1.07","0.09,-0.08,0.99","0.38,1.44,1.59","0.41,0.12,-0.90",0.05102539,True,Object4_2_4_1
1169.51,True,65666,"0.17,1.65,-1.07","0.17,-0.14,0.98","0.62,1.29,1.59","0.00,-0.43,-0.90",0.05114746,False,Quad
1169.57,True,65669,"0.17,1.65,-1.07","0.16,-0.14,0.98","0.60,1.30,1.58","0.12,-0.40,-0.91",0.06018066,True,Sphere
1169.63,True,65671,"0.17,1.65,-1.07","0.16,-0.14,0.98","0.60,1.30,1.58","0.05,-0.40,-0.92",0.05187988,True,Sphere
1169.69,True,65674,"0.18,1.65,-1.07","0.16,-0.14,0.98","0.60,1.30,1.58","0.22,-0.56,-0.80",0.1115723,True,Sphere
1169.75,True,65678,"0.17,1.65,-1.07","0.19,-0.21,0.96","0.68,1.08,1.59","0.00,-0.04,-1.00",0.1737061,True,Quad
1169.82,True,65681,"0.17,1.65,-1.07","0.18,-0.21,0.96","0.67,1.06,1.59","-0.07,0.21,-0.97",0.06640625,True,Object4_4_1_3
1169.88,True,65685,"0.17,1.65,-1.07","0.18,-0.21,0.96","0.66,1.08,1.59","0.00,0.00,-1.00",0.0637207,True,Quad
1169.94,True,65688,"0.18,1.65,-1.07","0.18,-0.21,0.96","0.66,1.08,1.59","0.00,0.00,-1.00",0.05737305,True,Quad
1170.00,True,65692,"0.18,1.65,-1.06","0.18,-0.22,0.96","0.68,1.06,1.59","0.00,0.15,-0.99",0.1179199,True,Object4_4_1_3
1170.06,True,65695,"0.18,1.65,-1.06","0.19,-0.22,0.96","0.68,1.06,1.59","0.12,0.05,-0.99",0.05981445,True,Object4_4_1_3
1170.11,True,65698,"0.18,1.65,-1.06","0.16,-0.27,0.95","0.61,0.89,1.60","0.00,0.00,-1.00",0.112793,True,Cell(Clone)
1170.16,True,65702,"0.18,1.64,-1.06","0.16,-0.28,0.95","0.61,0.86,1.59","0.09,0.00,-1.00",0.05383301,True,Cylinder
1170.23,True,65706,"0.18,1.64,-1.06","0.16,-0.29,0.94","0.61,0.83,1.59","0.07,0.07,-1.00",0.06713867,True,Object1_4_0_0
1170.28,True,65709,"0.18,1.64,-1.06","0.16,-0.29,0.94","0.61,0.84,1.59","0.00,0.03,-1.00",0.05078125,True,Object1_4_0_0
1170.33,True,65711,"0.18,1.64,-1.06","0.16,-0.29,0.94","0.61,0.86,1.59","0.06,-0.26,-0.96",0.1033936,True,Cylinder
1170.40,True,65715,"0.18,1.64,-1.05","0.15,-0.30,0.94","0.60,0.82,1.59","-0.12,0.01,-0.99",0.0637207,True,Cube
1170.46,True,65719,"0.19,1.64,-1.05","0.13,-0.29,0.95","0.55,0.83,1.59","0.05,0.00,-1.00",0.0657959,True,Quad
1170.53,True,65723,"0.19,1.64,-1.05","0.13,-0.30,0.95","0.53,0.82,1.58","0.15,0.15,-0.98",0.06628418,True,Object2_3_0_1
1170.59,True,65725,"0.19,1.64,-1.05","0.13,-0.30,0.95","0.55,0.82,1.59","0.07,0.08,-0.99",0.05664063,True,Quad
1170.65,True,65727,"0.19,1.64,-1.05","0.14,-0.30,0.94","0.55,0.81,1.59","0.25,0.00,-0.97",0.06018066,True,Quad
1170.70,True,65730,"0.19,1.64,-1.05","0.13,-0.31,0.94","0.55,0.80,1.59","0.22,0.00,-0.98",0.1107178,True,Quad
1170.76,True,65734,"0.19,1.64,-1.05","0.13,-0.31,0.94","0.55,0.78,1.59","0.13,0.00,-0.99",0.1774902,True,Quad
1170.83,True,65738,"0.19,1.64,-1.05","0.13,-0.31,0.94","0.55,0.79,1.59","0.06,0.00,-1.00",0.2445068,True,Quad
1170.88,True,65741,"0.19,1.64,-1.05","0.14,-0.30,0.94","0.55,0.81,1.59","0.27,0.00,-0.96",0.2947998,True,Quad
1170.95,True,65745,"0.19,1.64,-1.05","0.14,-0.29,0.95","0.58,0.84,1.59","-0.02,0.00,-1.00",0.361084,True,Quad
1171.01,True,65749,"0.18,1.64,-1.05","0.15,-0.29,0.95","0.60,0.86,1.59","-0.24,-0.28,-0.93",0.06555176,True,Cylinder
1171.08,True,65752,"0.18,1.64,-1.05","0.15,-0.29,0.94","0.60,0.86,1.59","0.00,-0.33,-0.95",0.06323242,True,Cylinder
1171.13,True,65755,"0.18,1.64,-1.05","0.15,-0.29,0.94","0.61,0.86,1.59","0.02,-0.32,-0.95",0.1206055,True,Cylinder
1171.20,True,65759,"0.18,1.64,-1.05","0.15,-0.29,0.94","0.60,0.84,1.59","-0.02,0.11,-0.99",0.1861572,True,Object1_4_0_0
1171.25,True,65762,"0.18,1.64,-1.05","0.22,-0.29,0.93","0.77,0.82,1.58","0.18,0.18,-0.97",0.05029297,True,Object4_5_0_0
1171.31,True,65765,"0.18,1.64,-1.05","0.22,-0.29,0.93","0.77,0.82,1.59","0.20,0.13,-0.97",0.06091309,True,Object4_5_0_0
1171.37,True,65769,"0.18,1.64,-1.05","0.22,-0.29,0.93","0.77,0.82,1.59","0.14,0.14,-0.98",0.119873,True,Object4_5_0_0
1171.43,True,65773,"0.18,1.64,-1.05","0.22,-0.29,0.93","0.76,0.83,1.58","0.40,-0.03,-0.92",0.1815186,True,Object4_5_0_0
1171.48,True,65776,"0.18,1.64,-1.05","0.22,-0.29,0.93","0.77,0.84,1.59","0.23,-0.02,-0.97",0.2330322,True,Object4_5_0_0
1171.53,True,65779,"0.18,1.64,-1.05","0.22,-0.29,0.93","0.77,0.84,1.59","0.21,0.00,-0.98",0.2832031,True,Object4_5_0_0
1171.60,True,65782,"0.18,1.64,-1.05","0.22,-0.29,0.93","0.77,0.82,1.59","0.35,0.07,-0.93",0.3469238,True,Object4_5_0_0
1171.66,True,65785,"0.18,1.64,-1.06","0.22,-0.28,0.93","0.77,0.84,1.59","0.16,0.22,-0.96",0.4077148,True,Object4_5_0_0
1171.71,True,65789,"0.18,1.64,-1.06","0.21,-0.28,0.94","0.77,0.84,1.59","0.02,0.35,-0.94",0.4637451,True,Object4_5_0_0
1171.78,True,65793,"0.18,1.64,-1.06","0.21,-0.28,0.94","0.77,0.84,1.59","0.00,0.52,-0.85",0.5301514,True,Object4_5_0_0
1171.84,True,65796,"0.18,1.64,-1.06","0.21,-0.28,0.94","0.76,0.87,1.60","0.00,0.00,-1.00",0.5941162,True,Cell(Clone)
1171.90,True,65800,"0.18,1.64,-1.06","0.21,-0.28,0.94","0.76,0.84,1.59","0.00,0.34,-0.94",0.05993652,True,Object4_5_0_0
1171.96,True,65804,"0.18,1.64,-1.06","0.21,-0.29,0.94","0.76,0.84,1.59","0.00,0.17,-0.99",0.06005859,True,Object4_5_0_0
1172.01,True,65807,"0.18,1.64,-1.06","0.21,-0.29,0.93","0.77,0.83,1.59","-0.09,-0.09,-0.99",0.1108398,True,Object4_5_0_0
1172.08,True,65810,"0.18,1.64,-1.06","0.21,-0.30,0.93","0.76,0.80,1.59","0.12,0.17,-0.98",0.1745605,True,Cylinder
1172.14,True,65813,"0.18,1.64,-1.06","0.21,-0.30,0.93","0.76,0.80,1.59","0.10,0.03,-1.00",0.05871582,True,Cylinder
1172.20,True,65817,"0.18,1.64,-1.06","0.21,-0.30,0.93","0.76,0.80,1.59","0.11,0.09,-0.99",0.1182861,True,Cylinder
1172.26,True,65820,"0.18,1.64,-1.06","0.21,-0.29,0.93","0.76,0.83,1.59","-0.11,-0.11,-0.99",0.1848145,True,Object4_5_0_0
1172.31,True,65823,"0.18,1.64,-1.06","0.21,-0.29,0.93","0.76,0.84,1.59","0.00,0.11,-0.99",0.0501709,True,Object4_5_0_0
1172.37,True,65826,"0.18,1.64,-1.06","0.18,-0.28,0.94","0.69,0.86,1.59","0.00,0.00,-1.00",0.1109619,True,Quad
1172.44,True,65830,"0.18,1.64,-1.06","0.18,-0.28,0.94","0.67,0.89,1.58","0.01,-0.38,-0.92",0.06347656,True,Object1_4_0_3
1172.50,True,65834,"0.18,1.64,-1.06","0.17,-0.28,0.95","0.66,0.88,1.59","-0.18,0.00,-0.98",0.06030273,True,Cube
1172.56,True,65837,"0.18,1.64,-1.06","0.17,-0.27,0.95","0.63,0.88,1.59","0.15,0.00,-0.99",0.06384277,True,Quad
1172.61,True,65840,"0.18,1.64,-1.06","0.17,-0.27,0.95","0.63,0.88,1.59","0.17,0.16,-0.97",0.05126953,True,Quad
1172.68,True,65842,"0.18,1.64,-1.06","0.17,-0.27,0.95","0.66,0.88,1.59","-0.31,0.25,-0.92",0.1158447,True,Cube
1172.73,True,65846,"0.18,1.64,-1.06","0.20,-0.15,0.97","0.70,1.24,1.59","0.33,0.00,-0.94",0.05371094,False,Quad
1173.26,True,65874,"0.17,1.64,-1.06","0.16,-0.18,0.97","0.61,1.15,1.59","0.00,0.00,-1.00",0.5321045,True,Quad
1173.32,True,65878,"0.17,1.64,-1.06","0.16,-0.18,0.97","0.60,1.15,1.59","0.00,0.00,-1.00",0.05969238,True,Quad
1173.38,True,65882,"0.17,1.64,-1.06","0.16,-0.18,0.97","0.60,1.16,1.59","0.00,0.00,-1.00",0.1166992,True,Quad
1173.44,True,65885,"0.17,1.64,-1.06","0.16,-0.17,0.97","0.60,1.18,1.59","0.00,-0.02,-1.00",0.1784668,True,Cube
1173.50,True,65889,"0.17,1.64,-1.06","0.16,-0.17,0.97","0.60,1.18,1.59","-0.04,0.00,-1.00",0.05480957,True,Cube
1173.55,True,65892,"0.17,1.64,-1.06","0.16,-0.17,0.97","0.60,1.19,1.59","-0.12,0.00,-0.99",0.1092529,True,Cube
1173.61,True,65894,"0.17,1.64,-1.06","0.16,-0.17,0.97","0.60,1.18,1.59","-0.14,0.00,-0.99",0.1663818,True,Cube
1173.66,True,65896,"0.17,1.64,-1.06","0.16,-0.17,0.97","0.60,1.19,1.59","-0.05,0.00,-1.00",0.2230225,True,Cube
1173.73,True,65899,"0.17,1.64,-1.06","0.16,-0.17,0.97","0.60,1.19,1.59","0.00,-0.09,-1.00",0.2878418,True,Object1_4_2_2
1173.79,True,65902,"0.17,1.64,-1.06","0.16,-0.17,0.97","0.60,1.20,1.59","-0.17,0.00,-0.99",0.06286621,True,Object1_4_2_2
1173.85,True,65906,"0.17,1.65,-1.06","0.15,-0.17,0.97","0.60,1.20,1.59","-0.33,0.00,-0.95",0.1184082,True,Object1_4_2_2
1173.91,True,65910,"0.18,1.65,-1.06","0.17,0.00,0.99","0.62,1.64,1.58","0.11,-0.13,-0.99",0.1842041,False,Capsule
1173.97,True,65912,"0.18,1.65,-1.06","0.17,-0.01,0.99","0.62,1.63,1.58","0.16,-0.28,-0.95",0.05883789,True,Capsule
1174.03,True,65914,"0.18,1.65,-1.06","0.17,-0.01,0.99","0.62,1.63,1.58","0.25,-0.31,-0.92",0.1175537,True,Capsule
1174.10,True,65917,"0.18,1.65,-1.06","0.17,-0.01,0.99","0.62,1.61,1.59","0.22,0.13,-0.97",0.18396,True,Object3_4_5_0
1174.17,True,65920,"0.18,1.65,-1.07","0.17,-0.02,0.98","0.61,1.61,1.58","0.47,-0.01,-0.88",0.07189941,True,Object3_4_5_0
1174.23,True,65923,"0.18,1.65,-1.07","0.17,-0.02,0.98","0.62,1.59,1.58","0.32,0.19,-0.93",0.1335449,True,Object3_4_5_0
1174.31,True,65927,"0.17,1.65,-1.07","0.17,-0.02,0.98","0.63,1.58,1.58","0.15,0.32,-0.94",0.2159424,True,Capsule
1174.38,True,65931,"0.17,1.65,-1.07","0.17,-0.02,0.98","0.62,1.59,1.58","0.29,0.20,-0.93",0.06555176,True,Object3_4_5_0
1174.43,True,65934,"0.17,1.65,-1.07","0.17,-0.01,0.99","0.62,1.61,1.59","0.01,0.06,-1.00",0.05041504,True,Object3_4_5_0
1174.50,True,65937,"0.17,1.65,-1.07","0.16,-0.02,0.99","0.61,1.60,1.59","0.02,0.02,-1.00",0.1173096,True,Object3_4_5_0
1174.55,True,65940,"0.19,1.65,-1.07","0.08,-0.10,0.99","0.43,1.38,1.59","-0.32,0.00,-0.95",0.168457,False,Quad
1174.60,True,65942,"0.19,1.65,-1.07","0.08,-0.17,0.98","0.40,1.20,1.60","0.07,0.01,-1.00",0.05712891,True,Cell(Clone)
1174.68,True,65945,"0.19,1.65,-1.07","0.08,-0.16,0.98","0.42,1.21,1.60","-0.03,-0.10,-0.99",0.07324219,True,Cell(Clone)
1174.73,True,65949,"0.19,1.65,-1.07","0.09,-0.16,0.98","0.43,1.23,1.59","-0.31,-0.18,-0.93",0.05187988,True,Quad
1174.80,True,65952,"0.19,1.65,-1.07","0.08,-0.16,0.98","0.43,1.23,1.59","-0.38,-0.16,-0.91",0.0657959,True,Quad
1174.85,True,65956,"0.19,1.65,-1.07","0.09,-0.16,0.98","0.43,1.23,1.59","-0.31,-0.06,-0.95",0.1212158,True,Quad
1174.91,True,65960,"0.19,1.65,-1.07","-0.02,0.02,1.00","0.17,1.71,1.59","-0.61,0.00,-0.79",0.184082,False,Object4(Clone)
1174.96,True,65963,"0.19,1.65,-1.07","-0.02,0.03,1.00","0.14,1.73,1.60","-0.16,0.00,-0.99",0.05065918,True,Quad
